id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
ARFRP1	12	9.2988e-15	2.7489e-07	0.000236	1	11	1.0	1.0	1.0	17761	0
BRF1	13	6.4334e-13	2.7489e-07	0.000236	2	13	1.0	1.0	1.0	18009	0
PSMB5	10	3.4765e-11	2.7489e-07	0.000236	3	10	1.0	1.0	1.0	18008	0
IMP3	5	2.7375e-10	2.7489e-07	0.000236	4	5	1.0	1.0	1.0	18007	0
CENPM	10	5.1731e-10	2.7489e-07	0.000236	5	10	1.0	1.0	1.0	18006	0
PPP1R8	15	9.8378e-10	2.7489e-07	0.000236	6	15	1.0	1.0	1.0	18005	0
BIRC5	5	1.2593e-09	2.7489e-07	0.000236	7	5	1.0	1.0	1.0	18004	0
PSMG4	6	1.5681e-09	2.7489e-07	0.000236	8	6	1.0	1.0	1.0	17983	0
DDX54	5	1.8365e-09	2.7489e-07	0.000236	9	5	1.0	1.0	1.0	18003	0
RUVBL2	5	2.1758e-09	2.7489e-07	0.000236	10	5	1.0	1.0	1.0	18002	0
WDR18	5	2.2613e-09	2.7489e-07	0.000236	11	5	1.0	1.0	1.0	18001	0
GPN2	5	2.4263e-09	2.7489e-07	0.000236	12	5	1.0	1.0	1.0	18000	0
RPS19	5	3.4575e-09	2.7489e-07	0.000236	13	5	1.0	1.0	1.0	17999	0
PUF60	5	3.6493e-09	2.7489e-07	0.000236	14	5	1.0	1.0	1.0	17998	0
WDR74	5	3.9112e-09	2.7489e-07	0.000236	15	5	1.0	1.0	1.0	17997	0
TBCD	5	4.1119e-09	2.7489e-07	0.000236	16	5	1.0	1.0	1.0	17996	0
GMPPB	5	5.4424e-09	2.7489e-07	0.000236	17	5	1.0	1.0	1.0	17995	0
ALG2	5	5.4694e-09	2.7489e-07	0.000236	18	5	1.0	1.0	1.0	17994	0
RPL28	9	6.4896e-09	2.7489e-07	0.000236	19	8	0.78739	0.80494	1.0	12886	1
RPL36	5	7.2527e-09	2.7489e-07	0.000236	20	5	1.0	1.0	1.0	17961	0
SNRPD3	5	7.594e-09	5.4978e-07	0.000236	21	5	1.0	1.0	1.0	17993	0
EIF3A	5	7.8618e-09	5.4978e-07	0.000236	22	5	1.0	1.0	1.0	17992	0
MARS	5	8.7898e-09	5.4978e-07	0.000236	23	5	1.0	1.0	1.0	17991	0
POLD1	5	8.8493e-09	5.4978e-07	0.000236	24	5	1.0	1.0	1.0	17990	0
ATP6V0C	5	1.1908e-08	8.2467e-07	0.000236	25	5	1.0	1.0	1.0	17989	0
PPAN	5	1.1983e-08	8.2467e-07	0.000236	26	5	1.0	1.0	1.0	17988	0
RPL13	5	1.2317e-08	8.2467e-07	0.000236	27	5	1.0	1.0	1.0	17987	0
RRS1	5	1.3839e-08	8.2467e-07	0.000236	28	5	1.0	1.0	1.0	17986	0
CRCP	14	1.5157e-08	8.2467e-07	0.000236	29	13	0.99992	0.99992	1.0	17410	0
C19orf52	5	1.5321e-08	8.2467e-07	0.000236	30	5	1.0	1.0	1.0	17985	0
SF3B3	5	2.4714e-08	8.2467e-07	0.000236	31	5	1.0	1.0	1.0	17984	0
POLR3A	5	2.6915e-08	8.2467e-07	0.000236	32	5	1.0	1.0	1.0	17982	0
RANGAP1	5	2.8199e-08	8.2467e-07	0.000236	33	5	1.0	1.0	1.0	17981	0
IPO13	5	2.8249e-08	8.2467e-07	0.000236	34	5	1.0	1.0	1.0	17980	0
DTL	5	2.9367e-08	8.2467e-07	0.000236	35	5	1.0	1.0	1.0	17892	0
UBE2M	5	2.9505e-08	8.2467e-07	0.000236	36	5	1.0	1.0	1.0	17979	0
CTDP1	5	3.0375e-08	8.2467e-07	0.000236	37	5	1.0	1.0	1.0	17978	0
EIF4A3	5	3.0716e-08	8.2467e-07	0.000236	38	5	1.0	1.0	1.0	17974	0
TRAPPC1	5	3.7914e-08	8.2467e-07	0.000236	39	5	1.0	1.0	1.0	17977	0
ESPL1	5	3.9864e-08	8.2467e-07	0.000236	40	5	1.0	1.0	1.0	17976	0
LEMD2	7	4.0228e-08	8.2467e-07	0.000236	41	7	1.0	1.0	1.0	17975	0
VARS	5	4.1345e-08	8.2467e-07	0.000236	42	5	1.0	1.0	1.0	17973	0
INTS6	8	4.4614e-08	8.2467e-07	0.000236	43	8	1.0	1.0	1.0	17972	0
INTS9	5	4.7258e-08	8.2467e-07	0.000236	44	5	1.0	1.0	1.0	17971	0
PSMA7	5	4.7334e-08	8.2467e-07	0.000236	45	5	1.0	1.0	1.0	17970	0
DNLZ	5	5.0218e-08	8.2467e-07	0.000236	46	5	1.0	1.0	1.0	17969	0
AURKB	5	5.2328e-08	8.2467e-07	0.000236	47	5	1.0	1.0	1.0	17968	0
FAU	5	5.4167e-08	8.2467e-07	0.000236	48	5	1.0	1.0	1.0	17967	0
NIP7	5	5.6847e-08	8.2467e-07	0.000236	49	5	1.0	1.0	1.0	17966	0
DHPS	5	5.8451e-08	1.0996e-06	0.000236	50	5	1.0	1.0	1.0	17965	0
NHP2L1	5	6.2525e-08	1.3745e-06	0.000236	51	5	1.0	1.0	1.0	17964	0
ELAC2	5	6.262e-08	1.3745e-06	0.000236	52	5	1.0	1.0	1.0	17963	0
TINF2	5	6.3193e-08	1.3745e-06	0.000236	53	5	1.0	1.0	1.0	17962	0
SF3B5	5	6.3627e-08	1.3745e-06	0.000236	54	5	1.0	1.0	1.0	17850	0
SYS1	7	6.6092e-08	1.3745e-06	0.000236	55	6	0.99648	0.99643	1.0	16828	0
INTS10	5	6.7933e-08	1.3745e-06	0.000236	56	5	1.0	1.0	1.0	17960	0
PSMC4	5	7.1605e-08	1.3745e-06	0.000236	57	5	1.0	1.0	1.0	17732	0
TBL3	5	7.2631e-08	1.3745e-06	0.000236	58	5	1.0	1.0	1.0	17959	0
OIP5	5	7.3451e-08	1.3745e-06	0.000236	59	5	0.99988	0.99988	1.0	17363	0
SNAPC2	5	7.3926e-08	1.3745e-06	0.000236	60	5	1.0	1.0	1.0	17958	0
SNRNP25	5	7.4035e-08	1.3745e-06	0.000236	61	5	1.0	1.0	1.0	17957	0
POLR2A	5	7.9237e-08	1.3745e-06	0.000236	62	5	1.0	1.0	1.0	17956	0
ATP6V0D1	5	7.9641e-08	1.3745e-06	0.000236	63	5	1.0	1.0	1.0	17955	0
SF3B4	5	8.0801e-08	1.3745e-06	0.000236	64	5	1.0	1.0	1.0	17954	0
GINS4	5	8.2449e-08	1.3745e-06	0.000236	65	5	1.0	1.0	1.0	17953	0
C9orf114	5	8.3883e-08	1.3745e-06	0.000236	66	5	1.0	1.0	1.0	17952	0
