id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
ARFRP1	12	2.8291e-13	2.7489e-07	0.000131	1	11	1.0	1.0	1.0	17805	0
PSMB5	10	2.6684e-12	2.7489e-07	0.000131	2	10	1.0	1.0	1.0	18009	0
BRF1	13	3.5588e-12	2.7489e-07	0.000131	3	13	1.0	1.0	1.0	18008	0
CENPM	10	6.6242e-11	2.7489e-07	0.000131	4	10	1.0	1.0	1.0	18004	0
IMP3	5	2.6403e-10	2.7489e-07	0.000131	5	5	1.0	1.0	1.0	18007	0
RUVBL2	5	5.1608e-10	2.7489e-07	0.000131	6	5	1.0	1.0	1.0	18006	0
POLD1	5	5.2432e-10	2.7489e-07	0.000131	7	5	1.0	1.0	1.0	18005	0
BIRC5	5	6.3178e-10	2.7489e-07	0.000131	8	5	1.0	1.0	1.0	18003	0
RPS19	5	7.3147e-10	2.7489e-07	0.000131	9	5	1.0	1.0	1.0	18002	0
GPN2	5	8.0757e-10	2.7489e-07	0.000131	10	5	1.0	1.0	1.0	18001	0
PUF60	5	8.4641e-10	2.7489e-07	0.000131	11	5	1.0	1.0	1.0	18000	0
FAU	5	9.5843e-10	2.7489e-07	0.000131	12	5	1.0	1.0	1.0	17999	0
WDR74	5	1.8649e-09	2.7489e-07	0.000131	13	5	1.0	1.0	1.0	17998	0
SNRPD3	5	2.0493e-09	2.7489e-07	0.000131	14	5	1.0	1.0	1.0	17997	0
EIF4A3	5	2.3223e-09	2.7489e-07	0.000131	15	5	1.0	1.0	1.0	17985	0
SEC13	5	2.4762e-09	2.7489e-07	0.000131	16	5	1.0	1.0	1.0	17996	0
CTDP1	5	2.5196e-09	2.7489e-07	0.000131	17	5	1.0	1.0	1.0	17995	0
ATP6V0C	5	3.0469e-09	2.7489e-07	0.000131	18	5	1.0	1.0	1.0	17994	0
PPAN	5	3.2919e-09	2.7489e-07	0.000131	19	5	1.0	1.0	1.0	17993	0
DDX54	5	3.4388e-09	2.7489e-07	0.000131	20	5	1.0	1.0	1.0	17992	0
TRAPPC1	5	4.6204e-09	2.7489e-07	0.000131	21	5	1.0	1.0	1.0	17991	0
RPL13	5	5.8879e-09	2.7489e-07	0.000131	22	5	1.0	1.0	1.0	17990	0
PSMG4	6	6.2245e-09	2.7489e-07	0.000131	23	6	1.0	1.0	1.0	17989	0
RPL36	5	7.4617e-09	2.7489e-07	0.000131	24	5	1.0	1.0	1.0	17974	0
INTS6	8	8.4917e-09	2.7489e-07	0.000131	25	8	1.0	1.0	1.0	17988	0
ALG2	5	9.4626e-09	2.7489e-07	0.000131	26	5	1.0	1.0	1.0	17987	0
IPO13	5	9.8466e-09	2.7489e-07	0.000131	27	5	1.0	1.0	1.0	17986	0
MARS	5	1.0934e-08	2.7489e-07	0.000131	28	5	1.0	1.0	1.0	17953	0
RAB6A	13	1.3186e-08	2.7489e-07	0.000131	29	12	1.0	1.0	1.0	17782	0
NIP7	5	1.3417e-08	2.7489e-07	0.000131	30	5	1.0	1.0	1.0	17984	0
C19orf52	5	1.3754e-08	2.7489e-07	0.000131	31	5	1.0	1.0	1.0	17983	0
SF3B5	5	1.4487e-08	2.7489e-07	0.000131	32	5	1.0	1.0	1.0	17901	0
AURKB	5	1.4894e-08	2.7489e-07	0.000131	33	5	1.0	1.0	1.0	17982	0
UBE2M	5	1.5981e-08	5.4978e-07	0.000131	34	5	1.0	1.0	1.0	17981	0
POLR3A	5	1.6928e-08	5.4978e-07	0.000131	35	5	1.0	1.0	1.0	17980	0
EIF3A	5	1.7608e-08	8.2467e-07	0.000131	36	5	1.0	1.0	1.0	17979	0
RANGAP1	5	1.8202e-08	8.2467e-07	0.000131	37	5	1.0	1.0	1.0	17978	0
NHP2L1	5	1.8309e-08	8.2467e-07	0.000131	38	5	1.0	1.0	1.0	17977	0
PSMD11	5	2.1745e-08	8.2467e-07	0.000131	39	5	1.0	1.0	1.0	17976	0
DHDDS	5	2.2532e-08	8.2467e-07	0.000131	40	5	1.0	1.0	1.0	17975	0
SF1	5	2.4354e-08	8.2467e-07	0.000131	41	5	1.0	1.0	1.0	17973	0
