id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
ARFRP1	12	1.9908e-14	2.7489e-07	0.000177	1	11	1.0	1.0	1.0	17806	0
PPP1R8	15	9.1063e-14	2.7489e-07	0.000177	2	15	1.0	1.0	1.0	18009	0
BRF1	13	5.3893e-13	2.7489e-07	0.000177	3	13	1.0	1.0	1.0	18008	0
PSMB5	10	6.5529e-12	2.7489e-07	0.000177	4	10	1.0	1.0	1.0	18007	0
RPL13	5	2.6164e-10	2.7489e-07	0.000177	5	5	1.0	1.0	1.0	18006	0
TPI1	9	4.2564e-10	2.7489e-07	0.000177	6	9	1.0	1.0	1.0	18005	0
IMP3	5	5.8054e-10	2.7489e-07	0.000177	7	5	1.0	1.0	1.0	18004	0
MOCS3	5	6.151e-10	2.7489e-07	0.000177	8	5	1.0	1.0	1.0	18003	0
CENPM	10	1.3013e-09	2.7489e-07	0.000177	9	10	1.0	1.0	1.0	18002	0
SARS2	5	1.9506e-09	2.7489e-07	0.000177	10	5	1.0	1.0	1.0	17961	0
BIRC5	5	5.8023e-09	2.7489e-07	0.000177	11	5	1.0	1.0	1.0	18001	0
LSM4	6	6.3747e-09	2.7489e-07	0.000177	12	6	1.0	1.0	1.0	18000	0
DDX54	5	6.6897e-09	2.7489e-07	0.000177	13	5	1.0	1.0	1.0	17999	0
PARS2	5	7.4369e-09	2.7489e-07	0.000177	14	5	1.0	1.0	1.0	17998	0
RPL28	9	8.0457e-09	2.7489e-07	0.000177	15	8	0.95523	0.95539	1.0	15116	1
GPN2	5	8.3439e-09	2.7489e-07	0.000177	16	5	1.0	1.0	1.0	17997	0
POLD1	5	9.1111e-09	2.7489e-07	0.000177	17	5	1.0	1.0	1.0	17996	0
TBCD	5	9.6318e-09	2.7489e-07	0.000177	18	5	1.0	1.0	1.0	17995	0
RUVBL2	5	9.6531e-09	2.7489e-07	0.000177	19	5	1.0	1.0	1.0	17994	0
MARS2	5	1.2473e-08	2.7489e-07	0.000177	20	5	1.0	1.0	1.0	17993	0
RPS19	5	1.3114e-08	2.7489e-07	0.000177	21	5	1.0	1.0	1.0	17992	0
ALG2	5	1.3996e-08	2.7489e-07	0.000177	22	5	1.0	1.0	1.0	17991	0
PUF60	5	1.4388e-08	2.7489e-07	0.000177	23	5	1.0	1.0	1.0	17990	0
MRPL34	5	1.4595e-08	2.7489e-07	0.000177	24	5	1.0	1.0	1.0	17989	0
SNRNP25	5	1.4924e-08	2.7489e-07	0.000177	25	5	1.0	1.0	1.0	17988	0
FAU	5	1.8096e-08	2.7489e-07	0.000177	26	5	1.0	1.0	1.0	17987	0
EIF4A3	5	1.8597e-08	2.7489e-07	0.000177	27	5	1.0	1.0	1.0	17942	0
UBE2M	5	1.9126e-08	2.7489e-07	0.000177	28	5	1.0	1.0	1.0	17955	0
PTPMT1	5	2.2365e-08	5.4978e-07	0.000228	29	5	1.0	1.0	1.0	17986	0
