id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
BRF1	13	1.7491e-14	2.7489e-07	0.000138	1	13	1.0	1.0	1.0	18009	0
ARFRP1	12	4.6266e-14	2.7489e-07	0.000138	2	11	1.0	1.0	1.0	17788	0
PPP1R8	15	3.0299e-13	2.7489e-07	0.000138	3	15	1.0	1.0	1.0	18008	0
PSMB5	10	4.4522e-11	2.7489e-07	0.000138	4	10	1.0	1.0	1.0	18007	0
TPI1	9	4.4635e-10	2.7489e-07	0.000138	5	9	1.0	1.0	1.0	17882	0
IMP3	5	5.3268e-10	2.7489e-07	0.000138	6	5	1.0	1.0	1.0	18006	0
MOCS3	5	7.9592e-10	2.7489e-07	0.000138	7	5	1.0	1.0	1.0	18005	0
CENPM	10	1.0354e-09	2.7489e-07	0.000138	8	10	1.0	1.0	1.0	18004	0
TELO2	5	2.0493e-09	2.7489e-07	0.000138	9	5	1.0	1.0	1.0	18003	0
RPL28	9	4.3105e-09	2.7489e-07	0.000138	10	8	0.93683	0.93732	1.0	14825	1
BIRC5	5	4.3999e-09	2.7489e-07	0.000138	11	5	1.0	1.0	1.0	18002	0
RAB6A	13	4.8497e-09	2.7489e-07	0.000138	12	13	1.0	1.0	1.0	18001	0
LSM4	6	5.0682e-09	2.7489e-07	0.000138	13	6	1.0	1.0	1.0	18000	0
GPN2	5	7.0803e-09	2.7489e-07	0.000138	14	5	1.0	1.0	1.0	17999	0
POLD1	5	7.7538e-09	2.7489e-07	0.000138	15	5	1.0	1.0	1.0	17998	0
PARS2	5	8.063e-09	2.7489e-07	0.000138	16	5	1.0	1.0	1.0	17997	0
SARS2	5	8.812e-09	2.7489e-07	0.000138	17	5	1.0	1.0	1.0	17982	0
RUVBL2	5	8.8493e-09	2.7489e-07	0.000138	18	5	1.0	1.0	1.0	17996	0
MARS2	5	9.825e-09	2.7489e-07	0.000138	19	5	1.0	1.0	1.0	17995	0
RPS19	5	9.9993e-09	2.7489e-07	0.000138	20	5	1.0	1.0	1.0	17994	0
PSMG4	6	1.0109e-08	2.7489e-07	0.000138	21	6	1.0	1.0	1.0	17974	0
GMPPB	5	1.1657e-08	2.7489e-07	0.000138	22	5	1.0	1.0	1.0	17993	0
PUF60	5	1.2213e-08	2.7489e-07	0.000138	23	5	1.0	1.0	1.0	17992	0
ALG2	5	1.2317e-08	2.7489e-07	0.000138	24	5	1.0	1.0	1.0	17991	0
ADAT3	5	1.2871e-08	2.7489e-07	0.000138	25	5	1.0	1.0	1.0	17990	0
FAU	5	1.4271e-08	2.7489e-07	0.000138	26	5	1.0	1.0	1.0	17989	0
DDX54	5	1.64e-08	2.7489e-07	0.000138	27	5	1.0	1.0	1.0	17988	0
WDR74	5	1.8559e-08	2.7489e-07	0.000138	28	5	1.0	1.0	1.0	17987	0
EIF3A	5	1.9069e-08	2.7489e-07	0.000138	29	5	1.0	1.0	1.0	17986	0
PTPMT1	5	1.9589e-08	2.7489e-07	0.000138	30	5	1.0	1.0	1.0	17985	0
RPL13	5	2.138e-08	2.7489e-07	0.000138	31	5	1.0	1.0	1.0	17984	0
CPSF1	5	2.2115e-08	2.7489e-07	0.000138	32	5	1.0	1.0	1.0	17983	0
MRPL34	5	2.3516e-08	2.7489e-07	0.000138	33	5	1.0	1.0	1.0	17981	0
SNRPD3	5	2.3998e-08	2.7489e-07	0.000138	34	5	1.0	1.0	1.0	17980	0
MARS	5	2.6963e-08	2.7489e-07	0.000138	35	5	1.0	1.0	1.0	17979	0
WDR18	5	2.7354e-08	2.7489e-07	0.000138	36	5	1.0	1.0	1.0	17978	0
POLRMT	5	3.1513e-08	5.4978e-07	0.000193	37	5	1.0	1.0	1.0	17977	0
PPAN	5	3.1678e-08	5.4978e-07	0.000193	38	5	1.0	1.0	1.0	17976	0
C19orf52	5	3.1788e-08	5.4978e-07	0.000193	39	5	1.0	1.0	1.0	17975	0
EIF4A3	5	3.4044e-08	8.2467e-07	0.000193	40	5	1.0	1.0	1.0	17951	0
ATP6V0C	5	3.5402e-08	8.2467e-07	0.000193	41	5	1.0	1.0	1.0	17973	0
TRAPPC1	5	4.2941e-08	8.2467e-07	0.000193	42	5	1.0	1.0	1.0	17972	0
MCM2	5	4.3507e-08	8.2467e-07	0.000193	43	5	1.0	1.0	1.0	17971	0
SNRNP25	5	4.4584e-08	8.2467e-07	0.000193	44	5	1.0	1.0	1.0	17970	0
TBCD	5	4.9741e-08	8.2467e-07	0.000193	45	5	1.0	1.0	1.0	17969	0
RPL36	5	5.3048e-08	8.2467e-07	0.000193	46	5	1.0	1.0	1.0	17929	0
INTS10	5	5.3493e-08	8.2467e-07	0.000193	47	5	1.0	1.0	1.0	17968	0
DNM2	5	5.8281e-08	8.2467e-07	0.000193	48	5	0.99996	0.99996	1.0	17395	0
GAPDH	5	6.2906e-08	8.2467e-07	0.000193	49	5	1.0	1.0	1.0	17967	0
LARS2	5	6.3482e-08	8.2467e-07	0.000193	50	5	1.0	1.0	1.0	17966	0
SF3B3	5	7.1565e-08	8.2467e-07	0.000193	51	5	1.0	1.0	1.0	17965	0
INTS6	8	7.2437e-08	8.2467e-07	0.000193	52	8	1.0	1.0	1.0	17964	0
POLR3A	5	7.8379e-08	8.2467e-07	0.000193	53	5	1.0	1.0	1.0	17963	0
C9orf114	5	8.0452e-08	8.2467e-07	0.000193	54	5	1.0	1.0	1.0	17962	0
UBE2M	5	8.4365e-08	8.2467e-07	0.000193	55	5	1.0	1.0	1.0	17961	0
FDXR	5	8.4728e-08	8.2467e-07	0.000193	56	5	1.0	1.0	1.0	17960	0
VARS	5	8.8304e-08	8.2467e-07	0.000193	57	5	1.0	1.0	1.0	17959	0
NAT10	5	9.3302e-08	8.2467e-07	0.000193	58	5	1.0	1.0	1.0	17958	0
DHPS	5	9.535e-08	8.2467e-07	0.000193	59	5	1.0	1.0	1.0	17957	0
TIMM10	5	9.825e-08	8.2467e-07	0.000193	60	5	1.0	1.0	1.0	17956	0
SNAPC2	5	9.8934e-08	8.2467e-07	0.000193	61	5	1.0	1.0	1.0	17955	0
EIF4A1	4	1.011e-07	8.2467e-07	0.000193	62	4	1.0	1.0	1.0	17954	0
OIP5	5	1.0925e-07	8.2467e-07	0.000193	63	4	0.97675	0.9767	1.0	15699	0
PSMD11	5	1.1102e-07	8.2467e-07	0.000193	64	5	1.0	1.0	1.0	17953	0
SEC13	5	1.1375e-07	8.2467e-07	0.000193	65	5	1.0	1.0	1.0	17952	0
FARSA	5	1.1526e-07	8.2467e-07	0.000193	66	4	0.82547	0.83279	1.0	12999	1
ARPC4	9	1.1897e-07	8.2467e-07	0.000193	67	9	0.99998	0.99998	1.0	17487	0
PWP2	5	1.2294e-07	8.2467e-07	0.000193	68	5	1.0	1.0	1.0	17950	0
TBL3	5	1.231e-07	8.2467e-07	0.000193	69	5	1.0	1.0	1.0	17949	0
PSMA7	5	1.2557e-07	8.2467e-07	0.000193	70	5	1.0	1.0	1.0	17948	0
BUB3	5	1.2758e-07	8.2467e-07	0.000193	71	5	1.0	1.0	1.0	17947	0
SRSF2	5	1.2852e-07	8.2467e-07	0.000193	72	5	1.0	1.0	1.0	17898	0
VCP	5	1.2876e-07	8.2467e-07	0.000193	73	5	1.0	1.0	1.0	17946	0
IKBKAP	5	1.2893e-07	8.2467e-07	0.000193	74	5	1.0	1.0	1.0	17945	0
RANGAP1	5	1.2961e-07	8.2467e-07	0.000193	75	5	1.0	1.0	1.0	17944	0
IPO13	5	1.2995e-07	8.2467e-07	0.000193	76	5	1.0	1.0	1.0	17943	0
INTS9	5	1.3012e-07	8.2467e-07	0.000193	77	5	1.0	1.0	1.0	17942	0
AURKB	5	1.4457e-07	1.0996e-06	0.000225	78	5	1.0	1.0	1.0	17941	0
CCND1	5	1.4569e-07	1.3745e-06	0.000225	79	5	1.0	1.0	1.0	17940	0
ZBTB8OS	5	1.4852e-07	1.3745e-06	0.000225	80	5	1.0	1.0	1.0	17939	0
