id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
PSMB5	10	7.0197e-13	2.7489e-07	4.4e-05	1	10	1.0	1.0	1.0	18009	0
CENPM	10	6.626e-12	2.7489e-07	4.4e-05	2	10	1.0	1.0	1.0	18008	0
BRF1	13	2.4521e-11	2.7489e-07	4.4e-05	3	13	1.0	1.0	1.0	18007	0
BIRC5	5	5.9452e-11	2.7489e-07	4.4e-05	4	5	1.0	1.0	1.0	18006	0
PUF60	5	6.511e-11	2.7489e-07	4.4e-05	5	5	1.0	1.0	1.0	18005	0
ARFRP1	12	1.1783e-10	2.7489e-07	4.4e-05	6	11	1.0	1.0	1.0	17815	0
SNRPD3	5	1.8021e-10	2.7489e-07	4.4e-05	7	5	1.0	1.0	1.0	18004	0
EIF4A3	5	2.2285e-10	2.7489e-07	4.4e-05	8	5	1.0	1.0	1.0	17996	0
ATP6V0C	5	4.4097e-10	2.7489e-07	4.4e-05	9	5	1.0	1.0	1.0	18003	0
RPL13	5	5.4114e-10	2.7489e-07	4.4e-05	10	5	1.0	1.0	1.0	18002	0
IMP3	5	6.3661e-10	2.7489e-07	4.4e-05	11	5	1.0	1.0	1.0	18001	0
RUVBL2	5	6.4391e-10	2.7489e-07	4.4e-05	12	5	1.0	1.0	1.0	18000	0
SF3B3	5	7.369e-10	2.7489e-07	4.4e-05	13	5	1.0	1.0	1.0	17999	0
FAU	5	8.313e-10	2.7489e-07	4.4e-05	14	5	1.0	1.0	1.0	17998	0
PPP1R8	15	1.2376e-09	2.7489e-07	4.4e-05	15	15	1.0	1.0	1.0	17997	0
SF3B5	5	1.8373e-09	2.7489e-07	4.4e-05	16	5	1.0	1.0	1.0	17948	0
PPAN	5	1.8649e-09	2.7489e-07	4.4e-05	17	5	1.0	1.0	1.0	17995	0
EIF3A	5	2.2414e-09	2.7489e-07	4.4e-05	18	5	1.0	1.0	1.0	17994	0
DHDDS	5	3.185e-09	2.7489e-07	4.4e-05	19	5	1.0	1.0	1.0	17993	0
POLR2A	5	3.2115e-09	2.7489e-07	4.4e-05	20	5	1.0	1.0	1.0	17992	0
AURKB	5	3.3555e-09	2.7489e-07	4.4e-05	21	5	1.0	1.0	1.0	17991	0
NHP2L1	5	3.5428e-09	2.7489e-07	4.4e-05	22	5	1.0	1.0	1.0	17990	0
RPL36	5	3.5812e-09	2.7489e-07	4.4e-05	23	5	1.0	1.0	1.0	17989	0
CTDP1	5	3.6591e-09	2.7489e-07	4.4e-05	24	5	1.0	1.0	1.0	17988	0
POLD1	5	3.7383e-09	2.7489e-07	4.4e-05	25	5	1.0	1.0	1.0	17987	0
INTS9	5	3.7885e-09	2.7489e-07	4.4e-05	26	5	1.0	1.0	1.0	17986	0
RPS19	5	3.9424e-09	2.7489e-07	4.4e-05	27	5	1.0	1.0	1.0	17985	0
IPO13	5	4.1879e-09	2.7489e-07	4.4e-05	28	5	1.0	1.0	1.0	17984	0
WDR74	5	4.5968e-09	2.7489e-07	4.4e-05	29	5	1.0	1.0	1.0	17983	0
ATP6V1A	5	4.8496e-09	2.7489e-07	4.4e-05	30	5	1.0	1.0	1.0	17982	0
POLR2F	5	5.3955e-09	2.7489e-07	4.4e-05	31	5	1.0	1.0	1.0	17980	0
SF3B4	5	5.5102e-09	2.7489e-07	4.4e-05	32	5	1.0	1.0	1.0	17981	0
SRSF2	5	6.0477e-09	2.7489e-07	4.4e-05	33	5	1.0	1.0	1.0	17979	0
CDT1	5	6.1809e-09	2.7489e-07	4.4e-05	34	5	1.0	1.0	1.0	17978	0
CLP1	5	6.3317e-09	2.7489e-07	4.4e-05	35	5	1.0	1.0	1.0	17977	0
RRM1	5	6.5634e-09	2.7489e-07	4.4e-05	36	5	1.0	1.0	1.0	17976	0
RANGAP1	5	6.5948e-09	2.7489e-07	4.4e-05	37	5	1.0	1.0	1.0	17975	0
SF3B14	5	7.1304e-09	2.7489e-07	4.4e-05	38	5	1.0	1.0	1.0	17974	0
NAA50	5	7.1471e-09	2.7489e-07	4.4e-05	39	5	1.0	1.0	1.0	17973	0
