id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos
ARFRP1	12	1.9855e-14	2.7489e-07	0.000134	1	11	0.99999	0.99999	1.0	17690	0
PPP1R8	15	6.1925e-13	2.7489e-07	0.000134	2	15	1.0	1.0	1.0	18009	0
BRF1	13	1.3637e-12	2.7489e-07	0.000134	3	13	1.0	1.0	1.0	18004	0
PSMB5	10	1.5518e-10	2.7489e-07	0.000134	4	10	1.0	1.0	1.0	18008	0
IMP3	5	3.4125e-10	2.7489e-07	0.000134	5	5	1.0	1.0	1.0	18007	0
C19orf52	5	1.3146e-09	2.7489e-07	0.000134	6	5	1.0	1.0	1.0	18006	0
CENPM	10	1.8171e-09	2.7489e-07	0.000134	7	10	1.0	1.0	1.0	18005	0
TBCD	5	2.9631e-09	2.7489e-07	0.000134	8	5	1.0	1.0	1.0	18003	0
BIRC5	5	3.1327e-09	2.7489e-07	0.000134	9	5	1.0	1.0	1.0	18002	0
RPL28	9	3.9624e-09	2.7489e-07	0.000134	10	8	0.94532	0.94548	1.0	15261	1
TPI1	9	4.3379e-09	2.7489e-07	0.000134	11	8	0.99999	0.99998	1.0	17621	0
DDX54	5	4.3546e-09	2.7489e-07	0.000134	12	5	1.0	1.0	1.0	18001	0
GPN2	5	4.752e-09	2.7489e-07	0.000134	13	5	1.0	1.0	1.0	18000	0
POLD1	5	4.9488e-09	2.7489e-07	0.000134	14	5	1.0	1.0	1.0	17999	0
RUVBL2	5	5.0496e-09	2.7489e-07	0.000134	15	5	1.0	1.0	1.0	17998	0
FAU	5	5.362e-09	2.7489e-07	0.000134	16	5	1.0	1.0	1.0	17997	0
DNM2	5	5.4371e-09	2.7489e-07	0.000134	17	5	0.99996	0.99996	1.0	17477	0
LSM4	6	6.2341e-09	2.7489e-07	0.000134	18	6	1.0	1.0	1.0	17996	0
WDR74	5	6.981e-09	2.7489e-07	0.000134	19	5	1.0	1.0	1.0	17995	0
RPS19	5	7.1136e-09	2.7489e-07	0.000134	20	5	1.0	1.0	1.0	17994	0
ALG2	5	8.7306e-09	2.7489e-07	0.000134	21	5	1.0	1.0	1.0	17993	0
PUF60	5	9.3373e-09	2.7489e-07	0.000134	22	5	1.0	1.0	1.0	17992	0
WDR18	5	1.0675e-08	2.7489e-07	0.000134	23	5	1.0	1.0	1.0	17991	0
CDIPT	5	1.0745e-08	2.7489e-07	0.000134	24	5	1.0	1.0	1.0	17990	0
UBE2M	5	1.1314e-08	2.7489e-07	0.000134	25	5	1.0	1.0	1.0	17965	0
PSMG4	6	1.1619e-08	2.7489e-07	0.000134	26	6	1.0	1.0	1.0	17989	0
EIF4A3	5	1.2358e-08	2.7489e-07	0.000134	27	5	1.0	1.0	1.0	17956	0
SNRNP25	5	1.2658e-08	2.7489e-07	0.000134	28	5	1.0	1.0	1.0	17988	0
INTS10	5	1.8885e-08	2.7489e-07	0.000134	29	5	1.0	1.0	1.0	17987	0
SNRPD3	5	1.9645e-08	2.7489e-07	0.000134	30	5	1.0	1.0	1.0	17986	0
ARPC4	9	2.0184e-08	2.7489e-07	0.000134	31	9	1.0	1.0	1.0	17985	0
IPO13	5	2.0821e-08	2.7489e-07	0.000134	32	5	1.0	1.0	1.0	17984	0
IKBKAP	5	2.1991e-08	2.7489e-07	0.000134	33	5	1.0	1.0	1.0	17983	0
GMPPB	5	2.4533e-08	2.7489e-07	0.000134	34	5	1.0	1.0	1.0	17982	0
PPAN	5	2.5609e-08	2.7489e-07	0.000134	35	5	1.0	1.0	1.0	17981	0
MARS	5	2.7305e-08	2.7489e-07	0.000134	36	5	1.0	1.0	1.0	17980	0
ATP6V0C	5	2.8807e-08	2.7489e-07	0.000134	37	5	1.0	1.0	1.0	17979	0
MCM2	5	3.0967e-08	5.4978e-07	0.000254	38	5	1.0	1.0	1.0	17978	0
VPS28	5	3.113e-08	5.4978e-07	0.000254	39	5	1.0	1.0	1.0	17977	0
MRPL34	5	3.4952e-08	8.2467e-07	0.000338	40	5	1.0	1.0	1.0	17976	0
PWP2	5	3.5735e-08	8.2467e-07	0.000338	41	5	1.0	1.0	1.0	17975	0
TELO2	5	4.0734e-08	8.2467e-07	0.000338	42	5	1.0	1.0	1.0	17974	0
SEC13	5	4.0802e-08	8.2467e-07	0.000338	43	5	1.0	1.0	1.0	17973	0
PSMB4	5	4.1757e-08	8.2467e-07	0.000338	44	5	1.0	1.0	1.0	17972	0
RPL13	5	5.4205e-08	1.3745e-06	0.000381	45	5	1.0	1.0	1.0	17958	0
GAPDH	5	5.5798e-08	1.3745e-06	0.000381	46	5	1.0	1.0	1.0	17971	0
PSMA7	5	5.8092e-08	1.3745e-06	0.000381	47	5	1.0	1.0	1.0	17970	0
SF3B3	5	6.1018e-08	1.3745e-06	0.000381	48	5	1.0	1.0	1.0	17969	0
RPL36	5	6.3103e-08	1.3745e-06	0.000381	49	5	1.0	1.0	1.0	17937	0
POLR3A	5	6.5925e-08	1.3745e-06	0.000381	50	5	1.0	1.0	1.0	17968	0
C9orf114	5	6.8035e-08	1.3745e-06	0.000381	51	5	1.0	1.0	1.0	17967	0
CHMP7	5	6.9264e-08	1.3745e-06	0.000381	52	5	1.0	1.0	1.0	17966	0
PSMC4	5	7.7924e-08	1.3745e-06	0.000381	53	5	1.0	1.0	1.0	17964	0
NIP7	5	7.8836e-08	1.3745e-06	0.000381	54	5	1.0	1.0	1.0	17963	0
DHPS	5	8.2449e-08	1.3745e-06	0.000381	55	5	1.0	1.0	1.0	17962	0
RANGAP1	5	8.2806e-08	1.3745e-06	0.000381	56	5	1.0	1.0	1.0	17961	0
SYMPK	5	8.5214e-08	1.3745e-06	0.000381	57	5	1.0	1.0	1.0	17960	0
EIF3D	5	8.681e-08	1.3745e-06	0.000381	58	5	1.0	1.0	1.0	17959	0
SRSF2	5	8.7422e-08	1.3745e-06	0.000381	59	5	1.0	1.0	1.0	17907	0
SARS2	5	8.9103e-08	1.3745e-06	0.000381	60	5	1.0	1.0	1.0	17882	0
EIF3A	5	9.4884e-08	1.3745e-06	0.000381	61	5	1.0	1.0	1.0	17957	0
OIP5	5	9.9786e-08	1.3745e-06	0.000381	62	4	0.99723	0.9972	1.0	16806	0
CCND1	5	1.0398e-07	1.3745e-06	0.000381	63	5	1.0	1.0	1.0	17955	0
PCID2	5	1.0599e-07	1.3745e-06	0.000381	64	5	1.0	1.0	1.0	17954	0
BUB3	5	1.0848e-07	1.3745e-06	0.000381	65	5	1.0	1.0	1.0	17953	0
VCP	5	1.1406e-07	1.9242e-06	0.000418	66	5	1.0	1.0	1.0	17952	0
FNTB	5	1.1717e-07	1.9242e-06	0.000418	67	5	1.0	1.0	1.0	17951	0
TRAPPC1	5	1.1827e-07	1.9242e-06	0.000418	68	5	1.0	1.0	1.0	17950	0
INTS6	8	1.2002e-07	1.9242e-06	0.000418	69	8	1.0	1.0	1.0	17949	0
RBM10	5	1.2808e-07	1.9242e-06	0.000418	70	5	1.0	1.0	1.0	17948	0
AURKB	5	1.3029e-07	1.9242e-06	0.000418	71	5	1.0	1.0	1.0	17947	0
SF3B4	5	1.341e-07	1.9242e-06	0.000418	72	5	1.0	1.0	1.0	17946	0
FAM96B	5	1.4327e-07	1.9242e-06	0.000418	73	5	1.0	1.0	1.0	17945	0
PRIM1	5	1.455e-07	1.9242e-06	0.000418	74	5	1.0	1.0	1.0	17944	0
TBL3	5	1.4588e-07	1.9242e-06	0.000418	75	5	1.0	1.0	1.0	17943	0
FARSA	5	1.4679e-07	1.9242e-06	0.000418	76	4	0.7101	0.75593	1.0	12052	1
ELP6	5	1.4681e-07	1.9242e-06	0.000418	77	5	1.0	1.0	1.0	17942	0
RPLP0	5	1.5177e-07	1.9242e-06	0.000418	78	5	1.0	1.0	1.0	17941	0
NHP2L1	5	1.5519e-07	1.9242e-06	0.000418	79	5	1.0	1.0	1.0	17940	0
VARS	5	1.5727e-07	1.9242e-06	0.000418	80	5	1.0	1.0	1.0	17939	0
PSMD11	5	1.5866e-07	1.9242e-06	0.000418	81	5	1.0	1.0	1.0	17938	0
TRIM37	5	1.7775e-07	1.9242e-06	0.000418	82	5	1.0	1.0	1.0	17936	0
EXOSC6	5	1.8146e-07	1.9242e-06	0.000418	83	5	0.99968	0.9997	1.0	17220	0
DHDDS	5	1.9096e-07	2.474e-06	0.000463	84	5	1.0	1.0	1.0	17935	0
DOHH	5	1.9341e-07	2.474e-06	0.000463	85	5	1.0	1.0	1.0	17934	0
POLR2A	5	1.966e-07	2.474e-06	0.000463	86	5	1.0	1.0	1.0	17933	0
SYS1	7	1.9788e-07	2.474e-06	0.000463	87	6	0.92246	0.923	1.0	14818	1
VPS18	5	2.0518e-07	2.474e-06	0.000463	88	5	1.0	1.0	1.0	17932	0
SF1	5	2.0543e-07	2.474e-06	0.000463	89	5	1.0	1.0	1.0	17931	0
CRCP	14	2.0846e-07	2.474e-06	0.000463	90	11	0.99956	0.99958	1.0	17178	0
DDX5	5	2.1267e-07	2.474e-06	0.000463	91	5	1.0	1.0	1.0	17930	0
NOC4L	5	2.1334e-07	2.474e-06	0.000463	92	4	0.20617	0.37961	0.999298	6839	1
PSMB2	5	2.1547e-07	2.474e-06	0.000463	93	5	1.0	1.0	1.0	17929	0
PSMD2	5	2.1599e-07	2.474e-06	0.000463	94	5	1.0	1.0	1.0	17928	0
WDR77	5	2.1662e-07	2.474e-06	0.000463	95	5	1.0	1.0	1.0	17922	0
LIMS3	5	2.1992e-07	2.474e-06	0.000463	96	5	0.99993	0.99994	1.0	17423	0
TIMM10	5	2.3317e-07	3.0238e-06	0.000463	97	5	1.0	1.0	1.0	17927	0
ATP6V0D1	5	2.3508e-07	3.0238e-06	0.000463	98	5	1.0	1.0	1.0	17926	0
SMC1A	5	2.3674e-07	3.0238e-06	0.000463	99	5	1.0	1.0	1.0	17925	0
CPSF4	5	2.3951e-07	3.0238e-06	0.000463	100	5	1.0	1.0	1.0	17924	0
LAS1L	5	2.5493e-07	3.0238e-06	0.000463	101	5	1.0	1.0	1.0	17923	0
SNRPD1	5	2.6534e-07	3.0238e-06	0.000463	102	5	1.0	1.0	1.0	17921	0
ATP6V1A	5	2.6594e-07	3.0238e-06	0.000463	103	5	1.0	1.0	1.0	17920	0
MARS2	5	2.736e-07	3.0238e-06	0.000463	104	5	1.0	1.0	1.0	17919	0
PPP4C	5	2.7577e-07	3.0238e-06	0.000463	105	5	1.0	1.0	1.0	17918	0
EXOSC4	5	2.7742e-07	3.0238e-06	0.000463	106	5	0.99948	0.9995	1.0	17155	0
TTC7A	5	2.9139e-07	3.0238e-06	0.000463	107	5	1.0	1.0	1.0	17917	0
LSM7	5	2.9929e-07	3.0238e-06	0.000463	108	5	1.0	1.0	1.0	17916	0
DNLZ	5	3.0029e-07	3.2987e-06	0.000463	109	5	1.0	1.0	1.0	17915	0
POLR2F	5	3.0264e-07	3.5736e-06	0.000463	110	5	1.0	1.0	1.0	17914	0
RRS1	5	3.0398e-07	3.5736e-06	0.000463	111	5	1.0	1.0	1.0	17913	0
CHMP2A	5	3.0669e-07	3.5736e-06	0.000463	112	5	1.0	1.0	1.0	17912	0
SNAPC2	5	3.0771e-07	3.5736e-06	0.000463	113	5	1.0	1.0	1.0	17911	0
ZFX	7	3.1025e-07	3.5736e-06	0.000463	114	7	1.0	1.0	1.0	17910	0
ELP3	5	3.1044e-07	3.5736e-06	0.000463	115	5	1.0	1.0	1.0	17909	0
EEF2	5	3.1656e-07	3.5736e-06	0.000463	116	5	1.0	1.0	1.0	17710	0
CLP1	5	3.2121e-07	3.5736e-06	0.000463	117	5	1.0	1.0	1.0	17908	0
TINF2	5	3.2405e-07	3.5736e-06	0.000463	118	5	0.99997	0.99997	1.0	17537	0
CPSF1	5	3.2629e-07	3.5736e-06	0.000463	119	5	1.0	1.0	1.0	17817	0
CHCHD4	5	3.3264e-07	3.5736e-06	0.000463	120	5	1.0	1.0	1.0	17906	0
